customer_id,region,city,monthly_usage_kwh,peak_usage_kwh,contract_type,tenure_months,avg_outage_hours,service_tickets,last_bill_amount,payment_delay_days,churn
C00395,West,Bangalore,751,1053,Variable,6,5.44,5,3591,0,0
C00396,West,Hyderabad,467,960,Fixed,22,2.16,2,5433,8,0
C00397,West,Bangalore,694,413,Variable,32,0.39,2,1715,8,0
C00398,East,Bangalore,650,1095,Fixed,18,1.08,7,1554,15,0
C00399,East,Bangalore,257,1281,Variable,3,4.59,1,3842,1,0
C00400,South,Noida,684,399,Variable,42,6.4,5,3386,9,0
C00401,East,Patna,370,1082,Variable,26,4.56,5,5026,12,0
C00402,West,Hyderabad,885,1294,Variable,20,3.52,7,5354,14,0
C00403,East,Patna,310,1182,Variable,14,5.64,6,4641,17,1
C00404,North,Hyderabad,660,700,Variable,29,0.25,1,5946,17,0
C00405,West,Delhi,432,616,Fixed,18,1.6,5,1998,0,0
C00406,West,Bangalore,893,1082,Fixed,22,5.6,1,1699,7,0
C00407,South,Mumbai,591,461,Fixed,6,6.14,3,2716,7,0
C00408,South,Kolkata,610,1121,Variable,17,6.46,0,2071,10,1
C00409,South,Hyderabad,478,704,Variable,8,5.84,1,5659,14,0
C00410,East,Chennai,428,636,Fixed,18,3.82,6,3528,9,0
C00411,South,Gurgaon,825,354,Fixed,36,3.39,0,3722,1,1
C00412,South,Noida,675,394,Variable,27,0.82,1,4054,10,0
C00413,South,Pune,836,1110,Fixed,14,6.63,4,2991,19,0
C00414,East,Patna,276,442,Variable,22,3.65,6,5882,12,0
C00415,North,Delhi,399,1182,Fixed,7,4.32,3,1677,5,0
C00416,West,Bangalore,793,1217,Fixed,7,4.73,6,1858,0,0
C00417,South,Mumbai,766,1075,Fixed,21,4.56,2,5129,1,1
C00418,North,Delhi,335,485,Variable,3,0.66,0,1662,15,0
C00419,West,Pune,382,1118,Variable,4,3.86,4,6305,14,0
C00420,South,Patna,399,485,Variable,1,2.79,7,6324,3,0
C00421,South,Noida,284,973,Variable,35,0.02,3,4868,6,0
C00422,East,Chennai,761,1077,Fixed,37,6.63,0,3196,5,0
C00423,North,Kolkata,211,557,Fixed,38,4.59,4,2347,5,1
C00424,East,Kolkata,672,1268,Fixed,10,3.72,3,4788,19,0
C00425,West,Noida,324,689,Variable,15,1.06,5,4951,6,0
C00426,North,Mumbai,634,410,Variable,15,0.45,3,4100,17,0
C00427,East,Noida,610,856,Fixed,45,1.2,5,3527,2,0
C00428,North,Noida,312,967,Variable,33,0.85,6,5619,1,0
C00429,East,Gurgaon,756,450,Variable,29,2.8,6,4322,7,0
C00430,North,Patna,340,1071,Variable,32,2.83,3,2119,11,0
C00431,North,Pune,787,1127,Variable,30,6.16,2,2340,0,0
C00432,West,Hyderabad,406,1060,Fixed,33,5.01,7,5731,0,0
C00433,West,Mumbai,475,1279,Variable,35,0.5,1,2436,19,1
C00434,West,Delhi,362,475,Variable,18,5.38,5,5248,5,0
C00435,North,Delhi,814,1124,Variable,17,3.37,3,5263,17,0
C00436,North,Delhi,649,759,Fixed,30,0.05,4,2029,17,0
C00437,West,Bangalore,743,351,Variable,32,2.52,2,5285,3,0
C00438,South,Chennai,781,535,Variable,25,1.56,7,3354,18,0
C00439,West,Mumbai,507,368,Fixed,12,1.87,5,4938,12,0
C00440,East,Hyderabad,431,606,Variable,45,0.94,2,3220,3,0
C00441,West,Kolkata,440,948,Variable,23,4.89,6,4855,3,0
C00442,North,Delhi,616,400,Variable,6,2.26,6,2423,10,0
C00443,West,Gurgaon,322,463,Variable,10,1.17,3,3561,6,1
C00444,North,Gurgaon,462,865,Variable,41,6.02,6,1989,13,0
C00445,West,Hyderabad,712,763,Variable,21,5.95,5,2724,8,0
C00446,West,Kolkata,834,317,Variable,24,4.33,7,5241,15,1
C00447,South,Pune,331,1186,Variable,4,1.24,1,5267,16,0
C00448,East,Pune,263,769,Variable,40,3.56,7,3333,6,0
C00449,South,Noida,707,871,Fixed,22,2.91,2,3834,10,0
C00450,North,Noida,625,622,Variable,12,5.41,5,6384,12,0
C00451,North,Patna,381,1287,Fixed,37,0.64,4,2759,7,0
C00452,West,Chennai,770,883,Fixed,11,5.14,0,2792,8,1
C00453,North,Pune,244,710,Variable,7,3.8,6,4971,6,0
C00454,West,Pune,835,300,Fixed,43,5.04,4,2643,7,1
C00455,North,Kolkata,298,908,Fixed,38,4.03,7,4092,18,0
C00456,North,Patna,585,564,Fixed,8,5.34,2,4383,0,0
C00457,South,Delhi,303,619,Fixed,9,5.12,4,3590,11,1
C00458,North,Patna,851,1254,Variable,33,3.93,3,5344,15,0
C00459,East,Pune,724,371,Variable,18,5.79,5,2443,10,1
C00460,East,Hyderabad,276,742,Variable,45,0.19,5,4121,6,0
C00461,East,Noida,217,392,Variable,41,1.01,7,1649,8,0
C00462,North,Delhi,643,1179,Variable,27,5.23,1,4672,18,0
C00463,North,Gurgaon,625,583,Fixed,33,5.78,7,4155,12,0
C00464,East,Delhi,508,633,Variable,7,1.24,5,6260,18,0
C00465,North,Noida,545,704,Variable,22,5.45,7,1897,14,0
C00466,East,Gurgaon,435,1003,Variable,10,3.3,3,6394,12,0
C00467,West,Gurgaon,491,657,Variable,36,1.04,2,6080,9,0
C00468,East,Patna,866,445,Fixed,11,5.92,6,3214,16,0
C00469,West,Kolkata,511,1180,Fixed,40,3.1,5,4381,5,0
C00470,West,Delhi,646,388,Variable,40,1.85,1,5425,2,0
C00471,North,Chennai,893,1280,Variable,42,5.22,3,3682,13,1
C00472,South,Hyderabad,528,368,Fixed,31,3.86,7,3389,0,1
C00473,South,Gurgaon,370,824,Fixed,23,2.69,0,2561,9,0
C00474,South,Chennai,655,311,Variable,21,0.25,7,5486,12,0
C00475,North,Kolkata,213,822,Variable,14,3.07,0,1781,2,0
C00476,North,Kolkata,592,868,Fixed,9,6.17,7,1571,14,0
C00477,West,Kolkata,738,1145,Fixed,43,6.57,2,1705,4,1
C00478,West,Mumbai,283,358,Fixed,13,2.7,4,5210,9,0
C00479,South,Chennai,887,823,Variable,27,5.96,6,4828,19,1
C00480,West,Gurgaon,571,972,Fixed,26,3.33,4,2925,19,0
C00481,North,Gurgaon,897,520,Variable,26,4.94,5,6331,17,0
C00482,West,Chennai,614,616,Variable,25,4.85,7,4747,10,0
C00483,North,Bangalore,403,1271,Variable,27,3.23,1,4789,11,0
C00484,South,Mumbai,894,723,Fixed,14,0.88,4,2851,0,1
C00485,East,Kolkata,827,1265,Fixed,40,0.67,2,4617,7,0
C00486,East,Noida,640,541,Fixed,16,5.94,2,1551,4,0
C00487,North,Hyderabad,249,927,Fixed,34,6.7,7,5255,16,0
C00488,East,Gurgaon,859,717,Variable,6,3.53,5,5484,14,0
C00489,South,Delhi,350,1040,Fixed,26,1.32,1,3123,6,0
C00490,West,Mumbai,812,489,Fixed,39,3.48,7,5056,0,0
C00491,West,Mumbai,634,653,Variable,26,2.8,6,2402,3,0
C00492,West,Chennai,682,461,Fixed,2,2.77,7,5593,11,0
C00493,South,Noida,273,818,Fixed,18,1.05,2,4594,7,1
C00494,East,Gurgaon,499,458,Variable,13,6.68,2,4135,16,0
C00495,South,Kolkata,218,786,Fixed,44,6.88,1,3473,0,1
C00496,East,Hyderabad,764,1159,Variable,30,6.4,0,1544,7,0
C00497,West,Bangalore,308,698,Fixed,33,0.35,6,4013,7,0
C00498,East,Hyderabad,717,397,Fixed,20,4.53,0,5009,5,0
C00499,South,Patna,738,1286,Fixed,22,0.68,5,2149,16,0
C00500,East,Delhi,471,1295,Fixed,13,2.74,6,6109,8,0
C00501,West,Delhi,615,1155,Variable,46,1.93,2,2311,7,0
C00502,West,Bangalore,211,768,Fixed,1,5.86,0,4664,11,0
C00503,North,Patna,202,1007,Fixed,18,2.7,2,2145,2,1
C00504,North,Patna,383,1282,Variable,6,1.08,2,5520,9,1
C00505,East,Delhi,370,625,Variable,10,4.08,2,3611,3,1
C00506,South,Pune,836,1081,Variable,37,2.62,6,1977,6,1
C00507,West,Delhi,406,459,Fixed,11,5.16,2,3272,10,0
C00508,South,Kolkata,852,1055,Fixed,3,1.38,0,5881,5,1
C00509,East,Noida,658,1019,Fixed,9,2.87,5,2678,5,0
C00510,East,Noida,606,625,Fixed,32,4.19,1,3539,15,0
C00511,South,Mumbai,255,1120,Fixed,24,6.28,5,2625,18,0
C00512,North,Gurgaon,663,381,Fixed,3,4.22,5,3775,13,0
C00513,East,Hyderabad,523,1170,Variable,3,6.33,3,6451,3,0
C00514,West,Pune,307,779,Fixed,43,4.36,1,5384,11,0
C00515,North,Mumbai,680,415,Variable,26,2.7,4,5239,1,1
C00516,East,Pune,586,644,Fixed,46,0.4,0,2075,6,0
C00517,North,Kolkata,865,1154,Variable,30,1.24,7,4256,18,0
C00518,West,Bangalore,821,1253,Variable,40,5.96,0,3614,11,0
C00519,East,Hyderabad,566,1085,Variable,17,1.45,6,3323,13,0
C00520,South,Mumbai,321,935,Variable,21,6.77,0,5525,3,1
C00521,East,Mumbai,833,490,Fixed,24,4.68,0,2021,3,1
C00522,South,Noida,806,1136,Variable,42,6.02,4,2392,19,0
C00523,North,Patna,502,407,Variable,38,5.63,7,4482,7,0
C00524,South,Pune,841,1277,Variable,34,0.06,3,4308,2,0
C00525,South,Kolkata,279,473,Variable,37,5.52,5,1992,19,1
C00526,East,Mumbai,635,482,Variable,30,6.45,1,1904,16,1
C00527,East,Pune,656,1003,Fixed,19,4.62,1,5770,5,0
C00528,West,Noida,820,789,Fixed,28,3.14,5,2959,16,0
C00529,North,Gurgaon,419,1138,Fixed,33,6.63,7,3447,5,0
C00530,South,Bangalore,264,487,Variable,19,1.71,7,3022,15,0
C00531,North,Kolkata,243,1025,Variable,17,4,5,5165,18,0
C00532,West,Patna,236,690,Fixed,1,1.89,6,1653,4,0
C00533,North,Noida,515,1112,Fixed,12,6.58,2,4450,10,0
C00534,North,Bangalore,292,1098,Fixed,32,4.84,6,3973,1,0
C00535,East,Gurgaon,498,864,Variable,1,5.37,7,5154,6,0
C00536,North,Bangalore,627,706,Fixed,43,4.05,4,4568,1,1
C00537,West,Mumbai,434,796,Variable,8,0.47,5,1964,11,0
C00538,South,Gurgaon,411,1090,Fixed,21,0.51,5,3438,15,1
C00539,North,Noida,298,1238,Fixed,3,6.44,4,5910,15,0
C00540,West,Mumbai,490,353,Fixed,46,3.07,1,4683,19,0
C00541,East,Chennai,424,605,Fixed,27,2.47,3,2075,9,1
C00542,South,Pune,775,390,Fixed,40,0.67,0,4716,11,0
C00543,West,Gurgaon,330,724,Variable,47,3.01,7,6049,7,1
C00544,North,Mumbai,327,1145,Fixed,41,6.83,2,2031,3,1
C00545,South,Chennai,781,1076,Variable,30,3.64,2,3206,6,0
C00546,East,Patna,769,603,Fixed,19,2.79,3,2480,14,0
C00547,North,Mumbai,833,809,Variable,42,0.38,4,4347,14,1
C00548,North,Bangalore,404,1208,Variable,26,1.2,0,2025,16,0
C00549,North,Noida,329,1284,Variable,45,2.46,0,3432,15,0
C00550,East,Pune,551,795,Fixed,3,5.92,0,5675,0,0
C00551,South,Gurgaon,790,963,Variable,15,6.21,7,4771,9,0
C00552,West,Pune,896,926,Variable,43,4.36,0,2547,9,0
C00553,North,Chennai,251,1105,Fixed,3,0.92,7,3877,10,0
C00554,North,Bangalore,679,309,Variable,35,6.03,7,2656,11,1
C00555,North,Pune,574,589,Fixed,20,6.59,4,3138,17,0
C00556,North,Kolkata,743,904,Fixed,44,2.61,4,2799,1,0
C00557,South,Gurgaon,671,781,Variable,10,6.11,0,5827,4,0
C00558,West,Mumbai,760,950,Variable,13,6.65,6,4725,1,1
C00559,East,Delhi,761,1198,Fixed,43,5.59,0,5100,0,0
C00560,East,Gurgaon,427,519,Variable,2,6.92,5,5589,0,0
C00561,South,Gurgaon,250,442,Fixed,27,0.31,3,4004,0,1
C00562,North,Kolkata,232,1158,Variable,1,1.97,5,5451,2,0
C00563,South,Delhi,520,1071,Fixed,26,6.96,0,1927,6,0
C00564,South,Kolkata,557,831,Fixed,5,6.5,6,3321,11,0
C00565,South,Bangalore,476,747,Fixed,18,2.64,4,4423,18,1
C00566,West,Noida,581,1016,Variable,41,1.52,0,3052,14,0
C00567,West,Kolkata,883,867,Fixed,7,4.95,0,1763,6,0
C00568,South,Kolkata,653,518,Fixed,8,1.84,3,1568,15,0
C00569,South,Pune,624,1142,Variable,45,6.27,1,6057,11,0
C00570,West,Hyderabad,568,1118,Variable,11,2.02,4,5975,4,0
C00571,South,Chennai,580,1220,Fixed,12,4.91,0,5205,5,1
C00572,West,Noida,319,1296,Fixed,40,5.04,2,2566,5,0
C00573,West,Delhi,474,996,Variable,18,2.53,1,3034,3,0
C00574,East,Patna,671,1183,Fixed,24,2.16,6,5337,2,0
C00575,East,Kolkata,269,1238,Fixed,31,6.12,5,2713,7,1
C00576,West,Kolkata,506,1297,Fixed,42,2.46,3,4701,0,1
C00577,South,Pune,476,688,Variable,9,0.91,1,5204,15,0
C00578,South,Gurgaon,708,815,Variable,19,4.11,6,1596,4,0
C00579,South,Pune,264,1264,Variable,26,0.65,6,2956,0,1
C00580,East,Hyderabad,629,821,Variable,30,4.53,5,3783,10,0
C00581,North,Mumbai,807,405,Fixed,34,2.01,5,1982,7,0
C00582,West,Kolkata,207,1275,Variable,4,5.83,5,1979,0,0
C00583,North,Pune,792,463,Fixed,25,5.73,7,1973,14,1
C00584,North,Chennai,811,918,Variable,1,2.91,1,3445,1,1
C00585,South,Patna,813,680,Fixed,46,3.89,4,3715,14,1
C00586,North,Hyderabad,537,943,Variable,10,3.92,5,4440,9,0
C00587,South,Gurgaon,383,1266,Fixed,9,3.4,5,2581,2,0
C00588,North,Noida,832,378,Variable,30,2.8,1,3282,7,0
C00589,West,Kolkata,491,1092,Fixed,15,6.72,1,2758,0,0
C00590,East,Noida,363,625,Fixed,36,1.26,2,1806,5,0
C00591,East,Gurgaon,223,1108,Variable,23,6.9,1,6331,2,0
C00592,South,Mumbai,672,884,Variable,3,3.84,5,6110,14,0
C00593,North,Kolkata,338,980,Fixed,20,3.89,6,2356,8,0
C00594,North,Pune,861,442,Fixed,28,2.56,7,4499,5,0
C00595,North,Pune,796,1076,Variable,27,2.03,3,2053,11,0
C00596,North,Chennai,419,1044,Variable,22,5.01,7,6114,6,0
C00597,North,Gurgaon,348,924,Variable,9,2.39,4,1737,5,0
C00598,West,Chennai,557,335,Fixed,30,4.93,3,4639,12,1
C00599,East,Pune,567,449,Variable,40,3.61,1,4984,10,0
C00600,South,Chennai,668,943,Variable,18,1.94,0,3404,7,1
C00601,North,Kolkata,794,978,Variable,11,6.19,4,5108,9,0
C00602,East,Hyderabad,219,514,Fixed,41,6.43,7,6032,18,0
C00603,West,Mumbai,530,497,Variable,14,6.78,5,5354,10,1
C00604,West,Patna,271,425,Fixed,18,5.07,5,5975,15,0
C00605,West,Patna,626,812,Variable,16,4.58,6,5887,9,0
C00606,West,Noida,647,348,Fixed,21,3.18,3,4615,5,1
C00607,North,Hyderabad,817,449,Variable,35,4.09,3,2807,3,0
C00608,East,Pune,679,859,Variable,29,0.36,1,2120,10,1
C00609,South,Bangalore,662,908,Fixed,36,0.36,5,5907,6,0
C00610,North,Patna,549,1116,Variable,11,0.76,7,6092,8,0
C00611,West,Chennai,891,1252,Fixed,8,1.15,4,2965,12,1
C00612,West,Pune,315,1203,Variable,14,2.61,0,4249,4,1
C00613,West,Gurgaon,231,707,Fixed,3,5.55,2,4364,7,0
C00614,West,Chennai,303,688,Fixed,8,3.37,7,4959,6,0
C00615,North,Mumbai,574,842,Variable,24,4.3,4,1682,17,0
C00616,East,Patna,617,669,Fixed,26,0.19,4,3234,16,0
C00617,South,Hyderabad,835,697,Variable,30,5.74,1,3010,0,0
C00618,East,Noida,229,990,Variable,31,5,7,6300,15,0
C00619,East,Gurgaon,619,1053,Variable,32,2.7,6,1517,14,0
C00620,South,Mumbai,846,815,Fixed,28,1.96,5,1575,19,0
C00621,West,Patna,528,1254,Variable,34,5.24,2,5576,1,0
C00622,West,Noida,455,496,Variable,22,6.2,1,4784,0,1
C00623,North,Chennai,565,982,Fixed,2,4.2,6,2842,12,0
C00624,North,Noida,362,965,Variable,2,5.9,6,6178,2,1
C00625,East,Patna,402,1150,Fixed,12,5.1,4,5144,7,0
C00626,South,Kolkata,646,328,Fixed,12,4.14,7,4381,10,0
C00627,South,Mumbai,444,1148,Fixed,43,1.1,2,3592,7,1
C00628,North,Mumbai,814,349,Fixed,25,6.34,6,1802,7,0
C00629,West,Gurgaon,773,1245,Variable,2,3.8,2,3162,6,0
C00630,North,Bangalore,422,698,Variable,46,2.19,2,5192,2,1
C00631,East,Delhi,785,919,Variable,17,4.77,3,5195,18,1
C00632,North,Gurgaon,892,1168,Variable,15,4.69,7,4178,14,0
C00633,West,Pune,870,1014,Variable,6,4.31,1,1684,10,1
C00634,South,Pune,499,1171,Fixed,20,2.69,5,3310,2,0
C00635,East,Chennai,682,653,Variable,14,4.73,0,4562,12,0
C00636,West,Delhi,355,874,Fixed,18,3.39,0,1666,0,0
C00637,East,Mumbai,455,389,Variable,38,3.28,7,4258,9,1
C00638,South,Noida,609,738,Fixed,44,1.58,2,6258,5,0
C00639,North,Kolkata,892,1057,Variable,28,6.41,5,3570,12,0
C00640,North,Kolkata,564,1287,Fixed,46,0.33,0,4787,3,0
C00641,South,Kolkata,638,928,Variable,10,5.86,3,2348,12,1
C00642,North,Kolkata,614,635,Variable,38,3.74,2,3632,10,0
C00643,North,Pune,784,1239,Fixed,17,0.39,7,2398,5,0
C00644,East,Hyderabad,631,1053,Variable,11,1.03,1,3874,4,0
C00645,North,Gurgaon,425,926,Fixed,26,0.64,3,2962,2,0
C00646,North,Kolkata,703,548,Fixed,25,6.73,5,2557,6,0
C00647,South,Kolkata,654,727,Variable,38,4.06,5,2481,1,1
C00648,West,Noida,449,1109,Variable,6,1.56,0,5414,13,0
C00649,South,Noida,876,714,Fixed,1,2.68,4,2887,17,0
C00650,South,Kolkata,674,998,Variable,11,4.45,6,5017,2,1
C00651,South,Pune,745,1025,Variable,46,3.77,3,4101,1,0
C00652,South,Noida,668,625,Variable,40,0.78,1,2818,7,0
C00653,West,Kolkata,723,704,Fixed,13,2.46,5,4816,0,0
C00654,South,Patna,727,1225,Fixed,23,1.62,2,5662,5,0
C00655,East,Pune,833,1293,Variable,23,1.81,1,4679,7,0
C00656,North,Patna,605,1125,Variable,1,6.75,4,4513,19,0
C00657,East,Mumbai,291,555,Variable,35,3,4,5024,11,0
C00658,North,Kolkata,243,862,Variable,6,4.43,2,2525,0,0
C00659,West,Delhi,850,760,Fixed,2,3.64,2,2538,2,0
C00660,West,Mumbai,468,1144,Variable,4,0.73,2,5397,5,0
C00661,South,Chennai,888,402,Variable,15,0.27,6,4109,2,0
C00662,West,Patna,574,837,Fixed,25,4.66,4,5393,17,1
C00663,North,Bangalore,826,818,Variable,46,3.59,6,4341,19,0
C00664,West,Delhi,202,462,Fixed,36,3.76,7,6419,2,0
C00665,East,Noida,659,1105,Fixed,11,0.15,7,2166,10,0
C00666,North,Bangalore,590,1238,Variable,29,2.72,1,6378,12,0
C00667,West,Patna,415,1053,Variable,21,4.79,4,5313,6,0
C00668,West,Delhi,433,914,Variable,17,5.34,4,5183,12,1
C00669,West,Mumbai,422,1116,Variable,27,6.88,3,1874,13,0
C00670,North,Gurgaon,389,738,Fixed,6,0.88,5,4162,12,0
C00671,South,Mumbai,866,1246,Variable,30,4.62,7,1591,13,1
C00672,West,Mumbai,448,395,Fixed,21,2.28,5,2309,1,0
C00673,West,Pune,242,1010,Fixed,40,4.13,1,2007,8,0
C00674,East,Patna,284,665,Variable,40,0.01,0,5299,4,0
C00675,South,Hyderabad,543,1076,Fixed,17,4,4,2453,18,1
C00676,West,Hyderabad,583,1255,Fixed,21,3.02,4,6394,14,0
C00677,West,Gurgaon,716,425,Variable,11,1.17,3,4112,5,0
C00678,South,Mumbai,883,970,Fixed,21,3.33,1,3900,1,0
C00679,South,Pune,526,978,Variable,12,2.81,4,5713,4,0
C00680,North,Patna,421,1290,Fixed,13,0.17,5,5245,3,0
C00681,North,Pune,274,1189,Fixed,22,1.52,2,3708,14,0
C00682,West,Hyderabad,288,1225,Fixed,18,0.8,2,4138,19,0
C00683,East,Patna,386,650,Fixed,2,4.58,6,1553,7,0
C00684,North,Delhi,413,814,Fixed,16,0.99,2,2385,8,1
C00685,North,Chennai,530,426,Fixed,17,0.14,7,3425,1,1
C00686,West,Noida,401,934,Fixed,38,1.59,1,1832,14,0
C00687,East,Bangalore,493,512,Variable,29,1.91,7,3722,15,1
C00688,South,Patna,787,741,Fixed,35,1.96,7,1745,16,0
C00689,East,Delhi,731,382,Variable,28,1.55,5,2971,8,1
C00690,West,Patna,684,1056,Variable,43,2.25,7,5378,3,0
C00691,East,Patna,772,611,Fixed,25,1.59,5,1527,1,0
C00692,West,Patna,442,772,Variable,20,4.92,6,4479,16,0
C00693,West,Noida,630,1031,Variable,15,6.98,0,5226,10,1
C00694,North,Noida,706,844,Variable,5,1.71,6,1598,2,0
C00695,West,Hyderabad,357,1152,Variable,47,5.71,0,3833,18,0
C00696,East,Noida,228,465,Fixed,4,6.6,5,3806,18,0
C00697,East,Delhi,586,801,Fixed,23,3.26,5,4850,19,0
C00698,North,Hyderabad,721,877,Fixed,17,5.86,2,3297,0,0
C00699,West,Delhi,427,1066,Fixed,15,0.57,2,2349,1,0
C00700,East,Bangalore,208,466,Fixed,4,4.99,3,2184,5,0
C00701,South,Hyderabad,720,761,Fixed,18,5.8,7,5931,0,0
C00702,North,Gurgaon,459,313,Fixed,23,4.02,4,3733,3,1
C00703,West,Gurgaon,408,770,Fixed,38,5.37,6,4913,4,1
C00704,South,Hyderabad,656,1187,Fixed,15,6.2,1,6380,9,0
C00705,East,Chennai,401,1137,Fixed,42,4.28,2,6443,18,1
C00706,South,Bangalore,227,781,Fixed,24,4.28,6,6455,7,1
C00707,South,Chennai,479,1199,Variable,34,1.79,0,5545,10,0
C00708,North,Mumbai,444,981,Variable,5,6.15,3,2533,6,0
C00709,South,Kolkata,483,1073,Variable,4,6.34,1,6167,1,1
C00710,South,Delhi,258,714,Variable,43,4.21,6,2089,18,0
C00711,West,Gurgaon,355,688,Variable,35,0.25,3,4249,10,1
C00712,South,Bangalore,264,1059,Variable,37,1.1,3,4432,17,0
C00713,West,Hyderabad,858,1168,Fixed,29,2.98,3,5480,16,1
C00714,East,Noida,737,1190,Variable,13,4.3,2,2947,8,1
C00715,North,Noida,780,351,Fixed,40,3.6,3,5712,2,0
C00716,South,Gurgaon,632,914,Variable,13,3.36,4,5624,10,1
C00717,South,Delhi,788,1197,Variable,7,0.59,2,3765,1,0
C00718,West,Bangalore,840,1079,Fixed,30,1.09,7,1904,9,0
C00719,West,Mumbai,628,1246,Variable,9,5.33,1,4107,8,0
C00720,North,Hyderabad,833,932,Variable,26,0.44,1,2726,16,0
C00721,South,Chennai,829,639,Variable,26,5.36,6,5352,13,1
C00722,East,Hyderabad,254,768,Fixed,23,3.95,7,5435,8,0
C00723,North,Noida,615,1147,Fixed,6,2.37,6,3622,15,0
C00724,South,Patna,303,364,Fixed,9,6.76,0,2333,14,1
C00725,East,Kolkata,305,537,Fixed,23,1.72,7,1841,0,0
C00726,South,Delhi,757,737,Fixed,11,3.33,1,2332,5,0
C00727,East,Gurgaon,548,594,Fixed,24,1.51,2,1730,5,0
C00728,South,Bangalore,878,644,Fixed,22,4.77,4,3294,0,0
C00729,West,Chennai,639,1221,Variable,44,4.58,7,2588,0,0
C00730,East,Bangalore,486,406,Fixed,23,4.07,1,6166,19,0
C00731,West,Gurgaon,627,415,Fixed,45,1.39,2,5351,7,0
C00732,South,Delhi,343,1274,Fixed,45,5.51,7,3691,6,0
C00733,East,Hyderabad,740,956,Variable,9,6.43,7,5439,12,0
C00734,West,Hyderabad,447,1166,Fixed,18,5.98,4,5595,3,0
C00735,East,Patna,849,1225,Variable,28,0.02,2,2074,4,0
C00736,East,Pune,693,993,Fixed,20,0.97,7,5454,9,1
C00737,East,Patna,789,644,Variable,26,1.72,6,3425,6,0
C00738,North,Noida,325,484,Variable,42,4.61,6,3185,14,1
C00739,West,Chennai,651,1221,Fixed,47,4.63,5,6452,18,0
C00740,East,Hyderabad,563,554,Fixed,21,3.12,2,3119,8,0
C00741,East,Gurgaon,811,570,Fixed,12,2.46,0,3337,3,0
C00742,West,Pune,224,392,Variable,33,3.29,7,4276,6,0
C00743,East,Bangalore,683,383,Variable,2,6.8,1,4700,3,0
C00744,East,Gurgaon,481,1259,Fixed,15,3.15,2,6326,6,0
C00745,North,Patna,556,436,Variable,2,0.34,4,5704,1,0
C00746,South,Mumbai,480,426,Variable,38,6,7,6009,13,1
C00747,North,Kolkata,672,383,Fixed,38,3.1,5,5094,1,0
C00748,West,Delhi,473,1064,Fixed,42,0.29,0,4375,7,0
C00749,East,Patna,733,460,Variable,42,3.52,0,3162,1,0
C00750,North,Kolkata,797,450,Variable,26,3.56,5,3827,10,0
C00751,North,Noida,448,572,Variable,43,4.2,6,3162,3,0
C00752,East,Delhi,479,341,Variable,33,1.08,1,4496,1,1
C00753,West,Patna,309,459,Variable,23,3.7,3,2120,15,1
C00754,South,Mumbai,530,1008,Fixed,17,2.52,1,3233,8,0
C00755,West,Kolkata,855,320,Variable,20,1.23,1,2258,14,0
C00756,East,Delhi,621,922,Fixed,2,6.74,2,3510,11,1
C00757,East,Delhi,294,377,Fixed,13,4.04,7,5620,4,0
C00758,South,Patna,846,362,Fixed,4,5.33,7,4988,0,0
C00759,South,Delhi,678,572,Variable,27,1.42,6,6118,15,1
C00760,East,Chennai,659,1273,Fixed,11,3.66,4,2653,18,0
C00761,West,Gurgaon,871,518,Fixed,38,1.57,0,3873,18,0
C00762,South,Hyderabad,562,844,Variable,10,4.79,4,6067,16,0
C00763,East,Bangalore,445,498,Fixed,15,5.18,3,2991,6,0
C00764,South,Delhi,229,681,Variable,33,5.97,5,4993,0,0
C00765,West,Patna,326,529,Variable,17,2.08,0,6000,9,0
C00766,East,Hyderabad,674,1028,Fixed,8,4.22,0,2122,5,0
C00767,West,Pune,877,1077,Fixed,45,5.94,5,1821,7,0
C00768,North,Hyderabad,465,769,Variable,43,4.45,1,5213,3,0
C00769,South,Patna,327,576,Fixed,28,6.12,5,2520,6,0
C00770,South,Mumbai,893,968,Fixed,34,2.66,2,6450,1,0
C00771,East,Kolkata,793,1147,Fixed,30,3.67,5,3043,17,0
C00772,East,Kolkata,218,315,Variable,20,3.03,3,6118,1,0
C00773,North,Bangalore,682,664,Fixed,33,2.55,4,5848,4,0
C00774,East,Patna,840,824,Variable,14,0.41,7,5471,16,0
C00775,South,Bangalore,361,651,Fixed,31,1.39,2,4633,10,0
C00776,West,Kolkata,293,344,Fixed,9,2.83,4,5315,5,1
C00777,East,Patna,531,1114,Variable,8,0.27,2,5628,3,0
C00778,North,Chennai,685,419,Variable,3,1.3,5,4180,4,0
C00779,West,Chennai,703,1123,Variable,28,4.2,3,2951,11,0
C00780,South,Hyderabad,537,889,Fixed,24,0.28,2,3619,10,1
C00781,East,Delhi,467,638,Variable,25,3.58,0,4264,6,0
C00782,North,Gurgaon,225,773,Fixed,31,0.87,3,1582,7,0
C00783,East,Patna,787,1200,Fixed,29,4.93,4,4462,16,1
C00784,South,Pune,559,625,Variable,5,6.91,1,3644,0,0
C00785,East,Pune,321,714,Fixed,37,3.89,2,5084,11,0
C00786,South,Bangalore,596,564,Fixed,40,2.49,3,3400,13,0
C00787,North,Delhi,540,1042,Fixed,29,0.07,3,2836,11,0
C00788,North,Kolkata,616,942,Fixed,41,2.49,4,4178,10,0
C00789,South,Delhi,257,1229,Fixed,28,2.24,2,1600,12,1
